ORDERNUMBER,QUANTITYORDERED,PRICEEACH,SALES,ORDERDATE,STATUS,PRODUCTLINE,CUSTOMERNAME,COUNTRY,DEALSIZE
2547,44,94.14,4142.16,6/24/2004 0:00,Cancelled,Ships,Euro Shopping Channel,Spain,Medium
2548,24,90.52,2172.48,7/21/2004 0:00,Shipped,Ships,Collectables For Less Inc.,USA,Small
2549,20,94.14,1882.8,8/20/2004 0:00,Shipped,Ships,"Royal Canadian Collectables, Ltd.",Canada,Small
2550,34,100,3477.86,9/15/2004 0:00,Shipped,Ships,"Bavarian Collectables Imports, Co.",Germany,Medium
2551,34,97.76,3323.84,10/14/2004 0:00,Shipped,Ships,"Classic Gift Ideas, Inc",USA,Medium
2552,45,93.24,4195.8,11/1/2004 0:00,Shipped,Ships,giftsbymail.co.uk,UK,Medium
2553,41,100,4156.58,11/12/2004 0:00,Shipped,Ships,Rovelli Gifts,Italy,Medium
2554,55,71.25,3918.75,11/23/2004 0:00,Shipped,Ships,"Tokyo Collectables, Ltd",Japan,Medium
2555,23,100,2352.67,12/3/2004 0:00,Shipped,Ships,Auto-Moto Classics Inc.,USA,Small
2556,24,45.39,1089.36,12/17/2004 0:00,Shipped,Ships,Souveniers And Things Co.,Australia,Small
2557,32,84.41,2701.12,1/31/2005 0:00,Shipped,Ships,"Oulu Toy Supplies, Inc.",Finland,Small
2558,29,85.76,2487.04,3/1/2005 0:00,Resolved,Ships,Euro Shopping Channel,Spain,Small
2559,36,100,3910.32,3/30/2005 0:00,Shipped,Ships,Reims Collectables,France,Medium
2560,46,87.8,4038.8,4/1/2005 0:00,Shipped,Ships,The Sharp Gifts Warehouse,USA,Medium
2561,32,95.95,3070.4,5/9/2005 0:00,Disputed,Ships,"Australian Collectables, Ltd",Australia,Medium
2562,34,100,3763.46,2/17/2003 0:00,Shipped,Planes,Rovelli Gifts,Italy,Medium
2563,24,100,2584.8,4/29/2003 0:00,Shipped,Planes,"Australian Collectors, Co.",Australia,Small
2564,40,100,4427.6,6/16/2003 0:00,Shipped,Planes,Gift Ideas Corp.,USA,Medium
2565,26,82.77,2152.02,8/10/2003 0:00,Shipped,Planes,Mini Creations Ltd.,USA,Small
2566,20,100,2353.4,10/6/2003 0:00,Shipped,Planes,"Toys of Finland, Co.",Finland,Small
2567,31,100,3431.39,10/28/2003 0:00,Shipped,Planes,Technics Stores Inc.,USA,Medium
2568,22,87.75,1930.5,11/8/2003 0:00,Shipped,Planes,Alpha Cognac,France,Small
2569,42,100,4774.56,11/27/2003 0:00,Shipped,Planes,Cruz & Sons Co.,Philippines,Medium
2570,26,99.72,2592.72,1/12/2004 0:00,Shipped,Planes,Osaka Souveniers Co.,Japan,Small
2571,37,87.75,3246.75,2/19/2004 0:00,Shipped,Planes,Collectable Mini Designs Co.,USA,Medium
2572,38,88.75,3372.5,4/2/2004 0:00,Shipped,Planes,"Royal Canadian Collectables, Ltd.",Canada,Medium
2573,35,100,3909.15,5/11/2004 0:00,Shipped,Planes,The Sharp Gifts Warehouse,USA,Medium
2574,33,90.75,2994.75,6/24/2004 0:00,Cancelled,Planes,Euro Shopping Channel,Spain,Small
2575,39,100,4472.52,7/23/2004 0:00,Shipped,Planes,La Rochelle Gifts,France,Medium
2576,45,100,4576.95,8/21/2004 0:00,Shipped,Planes,"Norway Gifts By Mail, Co.",Norway,Medium
2577,24,100,2441.04,9/15/2004 0:00,Shipped,Planes,"Bavarian Collectables Imports, Co.",Germany,Small
2578,35,88.75,3106.25,10/15/2004 0:00,Shipped,Planes,Mini Classics,USA,Medium
2579,23,100,2706.41,11/1/2004 0:00,Shipped,Planes,giftsbymail.co.uk,UK,Small
2580,37,100,4021.53,11/12/2004 0:00,Shipped,Planes,Rovelli Gifts,Italy,Medium
2581,55,87.75,4826.25,11/24/2004 0:00,Shipped,Planes,Enaco Distributors,Spain,Medium
2582,49,100,4935.28,12/3/2004 0:00,Shipped,Planes,Auto-Moto Classics Inc.,USA,Medium
2583,26,100,2754.7,12/17/2004 0:00,Shipped,Planes,Souveniers And Things Co.,Australia,Small
2584,33,100,3856.71,2/3/2005 0:00,Shipped,Planes,La Rochelle Gifts,France,Medium
2585,37,83.84,3102.08,3/1/2005 0:00,Resolved,Planes,Euro Shopping Channel,Spain,Medium
2586,22,86.76,1908.72,3/30/2005 0:00,Shipped,Planes,Reims Collectables,France,Small
2587,85,88.75,7543.75,4/3/2005 0:00,On Hold,Planes,Tekni Collectables Inc.,USA,Large
2588,22,100,2457.18,5/10/2005 0:00,Shipped,Planes,L'ordine Souveniers,Italy,Small
2589,31,65.77,2038.87,2/11/2003 0:00,Shipped,Ships,Danish Wholesale Imports,Denmark,Small
2590,38,65.77,2499.26,4/28/2003 0:00,Shipped,Ships,Salzburg Collectables,Austria,Small
2591,45,85.29,3838.05,6/12/2003 0:00,Shipped,Ships,"Stylish Desk Decors, Co.",UK,Medium
2592,31,85.29,2643.99,8/10/2003 0:00,Shipped,Ships,Mini Creations Ltd.,USA,Small
2593,36,64.33,2315.88,10/2/2003 0:00,Shipped,Ships,Boards & Toys Co.,USA,Small
2594,46,70.11,3225.06,10/23/2003 0:00,Cancelled,Ships,Scandinavian Gift Ideas,Sweden,Medium
2595,32,76.62,2451.84,11/7/2003 0:00,Shipped,Ships,CAF Imports,Spain,Small
2596,39,57.82,2254.98,11/14/2003 0:00,Shipped,Ships,Mini Creations Ltd.,USA,Small
2597,50,78.79,3939.5,11/26/2003 0:00,Shipped,Ships,Enaco Distributors,Spain,Medium
2598,46,74.45,3424.7,1/2/2004 0:00,Shipped,Ships,"Saveley & Henriot, Co.",France,Medium
2599,36,80.95,2914.2,2/19/2004 0:00,Shipped,Ships,Collectable Mini Designs Co.,USA,Small
2600,29,82.4,2389.6,3/29/2004 0:00,Shipped,Ships,Tekni Collectables Inc.,USA,Small
2601,32,75.89,2428.48,5/7/2004 0:00,Cancelled,Ships,Land of Toys Inc.,USA,Small
2602,44,68.67,3021.48,6/17/2004 0:00,Shipped,Ships,Quebec Home Shopping Network,Canada,Medium
2603,42,62.16,2610.72,7/21/2004 0:00,Shipped,Ships,Petit Auto,Belgium,Small
2604,47,65.77,3091.19,8/20/2004 0:00,Shipped,Ships,"Royal Canadian Collectables, Ltd.",Canada,Medium
2605,44,58.55,2576.2,9/10/2004 0:00,Shipped,Ships,Gifts4AllAges.com,USA,Small
2606,43,75.17,3232.31,10/14/2004 0:00,Shipped,Ships,"AV Stores, Co.",UK,Medium
2607,48,74.45,3573.6,11/1/2004 0:00,Shipped,Ships,giftsbymail.co.uk,UK,Medium
2608,21,96.31,2022.51,11/10/2004 0:00,Resolved,Ships,Danish Wholesale Imports,Denmark,Small
2609,50,74.35,3717.5,11/23/2004 0:00,Shipped,Ships,"Tokyo Collectables, Ltd",Japan,Medium
2610,29,75.35,2185.15,12/2/2004 0:00,Shipped,Ships,Euro Shopping Channel,Spain,Small
2611,41,70.33,2883.53,1/31/2005 0:00,Shipped,Ships,"Oulu Toy Supplies, Inc.",Finland,Small
2612,37,100,5017.57,3/1/2005 0:00,Resolved,Ships,Euro Shopping Channel,Spain,Medium
2613,22,66.5,1463,3/28/2005 0:00,Shipped,Ships,Alpha Cognac,France,Small
2614,31,75.89,2352.59,5/6/2005 0:00,On Hold,Ships,Gifts4AllAges.com,USA,Small
2615,42,100,4460.82,1/29/2003 0:00,Shipped,Classic Cars,Baane Mini Imports,Norway,Medium
2616,42,100,4758.18,4/1/2003 0:00,Shipped,Classic Cars,"La Corne D'abondance, Co.",France,Medium
2617,45,100,4597.2,5/28/2003 0:00,Shipped,Classic Cars,"Corrida Auto Replicas, Ltd",Spain,Medium
2618,36,100,4114.8,7/24/2003 0:00,Shipped,Classic Cars,Technics Stores Inc.,USA,Medium
2619,20,100,2104,9/19/2003 0:00,Shipped,Classic Cars,"Dragon Souveniers, Ltd.",Singapore,Small
2620,39,81.93,3195.27,10/21/2003 0:00,Resolved,Classic Cars,Mini Auto Werke,Austria,Medium
2621,42,85.98,3611.16,11/6/2003 0:00,Shipped,Classic Cars,"Stylish Desk Decors, Co.",UK,Medium
2622,23,86.99,2000.77,11/13/2003 0:00,Shipped,Classic Cars,"Classic Gift Ideas, Inc",USA,Small
2623,26,89.01,2314.26,11/25/2003 0:00,Shipped,Classic Cars,"Saveley & Henriot, Co.",France,Small
2624,33,100,3871.89,12/5/2003 0:00,Shipped,Classic Cars,Canadian Gift Exchange Network,Canada,Medium
2625,31,88,2728,2/4/2004 0:00,Shipped,Classic Cars,Handji Gifts& Co,Singapore,Small
2626,50,100,5614,3/11/2004 0:00,Shipped,Classic Cars,Mini Gifts Distributors Ltd.,USA,Medium
2627,44,100,4628.8,5/4/2004 0:00,Shipped,Classic Cars,Super Scale Inc.,USA,Medium
2628,45,80.92,3641.4,6/15/2004 0:00,Shipped,Classic Cars,"Tokyo Collectables, Ltd",Japan,Medium
2629,46,88,4048,7/19/2004 0:00,Shipped,Classic Cars,Souveniers And Things Co.,Australia,Medium
2630,27,85.98,2321.46,8/19/2004 0:00,Shipped,Classic Cars,Diecast Classics Inc.,USA,Small
2631,28,100,3256.96,9/8/2004 0:00,Shipped,Classic Cars,Scandinavian Gift Ideas,Sweden,Medium
2632,40,100,4208,10/11/2004 0:00,Shipped,Classic Cars,Auto Assoc. & Cie.,France,Medium
2633,30,99.13,2973.9,10/22/2004 0:00,Shipped,Classic Cars,Canadian Gift Exchange Network,Canada,Small
2634,34,100,4248.3,11/5/2004 0:00,Shipped,Classic Cars,Vitachrome Inc.,USA,Medium
2635,46,100,9558.8,11/20/2004 0:00,Shipped,Classic Cars,"La Corne D'abondance, Co.",France,Large
2636,32,82.83,2650.56,11/1/2004 0:00,Shipped,Classic Cars,"Corrida Auto Replicas, Ltd",Spain,Small
2637,27,100,3761.37,12/10/2004 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Medium
2638,34,100,4301.34,1/23/2005 0:00,Shipped,Classic Cars,Mini Gifts Distributors Ltd.,USA,Medium
2639,34,54.84,1864.56,2/17/2005 0:00,Shipped,Classic Cars,Mini Gifts Distributors Ltd.,USA,Small
2640,34,100,3576.8,5/1/2005 0:00,Shipped,Classic Cars,Quebec Home Shopping Network,Canada,Medium
2641,46,80.92,3722.32,5/31/2005 0:00,In Process,Classic Cars,Euro Shopping Channel,Spain,Medium
2642,32,100,3986.56,2/17/2003 0:00,Shipped,Planes,Rovelli Gifts,Italy,Medium
2643,24,100,3417.12,4/29/2003 0:00,Shipped,Planes,"Australian Collectors, Co.",Australia,Medium
2644,27,99.67,2691.09,6/27/2003 0:00,Shipped,Planes,Euro Shopping Channel,Spain,Small
2645,20,100,2752.6,8/25/2003 0:00,Shipped,Planes,Toys4GrownUps.com,USA,Small
2646,36,100,4527.72,10/28/2003 0:00,Shipped,Planes,Technics Stores Inc.,USA,Medium
2647,29,100,3957.05,11/18/2003 0:00,Shipped,Planes,Herkku Gifts,Norway,Medium
2648,25,100,2818,1/12/2004 0:00,Shipped,Planes,Osaka Souveniers Co.,Japan,Small
2649,29,100,3199.86,2/20/2004 0:00,Shipped,Planes,"Australian Collectors, Co.",Australia,Medium
2650,25,96.11,2402.75,4/2/2004 0:00,Shipped,Planes,"Royal Canadian Collectables, Ltd.",Canada,Small
2651,44,100,6055.72,5/11/2004 0:00,Shipped,Planes,The Sharp Gifts Warehouse,USA,Medium
2652,47,100,5465.16,6/28/2004 0:00,Shipped,Planes,Gift Depot Inc.,USA,Medium
2653,48,100,6378.72,7/23/2004 0:00,Shipped,Planes,La Rochelle Gifts,France,Medium
2654,45,100,5392.8,8/27/2004 0:00,Shipped,Planes,Marta's Replicas Co.,USA,Medium
2655,35,100,3986.5,9/16/2004 0:00,Shipped,Planes,"Clover Collections, Co.",Ireland,Medium
2656,31,100,4009.23,10/15/2004 0:00,Shipped,Planes,Mini Classics,USA,Medium
2657,50,100,7119,11/2/2004 0:00,Shipped,Planes,Diecast Classics Inc.,USA,Large
2658,33,100,4072.2,11/12/2004 0:00,Shipped,Planes,Rovelli Gifts,Italy,Medium
2659,29,100,4094.51,11/24/2004 0:00,Shipped,Planes,Enaco Distributors,Spain,Medium
2660,48,68.8,3302.4,12/4/2004 0:00,Shipped,Planes,Gift Ideas Corp.,USA,Medium
2661,44,72.42,3186.48,12/17/2004 0:00,Shipped,Planes,Souveniers And Things Co.,Australia,Medium
2662,25,66.73,1668.25,2/3/2005 0:00,Shipped,Planes,La Rochelle Gifts,France,Small
2663,50,100,7154.5,3/3/2005 0:00,Shipped,Planes,FunGiftIdeas.com,USA,Large
2664,23,100,2810.83,3/30/2005 0:00,Shipped,Planes,Reims Collectables,France,Small
2665,21,96.11,2018.31,4/3/2005 0:00,On Hold,Planes,Tekni Collectables Inc.,USA,Small
2666,41,100,5642.83,5/10/2005 0:00,Shipped,Planes,L'ordine Souveniers,Italy,Medium
2667,44,74.4,3273.6,2/17/2003 0:00,Shipped,Planes,Rovelli Gifts,Italy,Medium
2668,43,76,3268,4/29/2003 0:00,Shipped,Planes,"Australian Collectors, Co.",Australia,Medium
2669,28,96,2688,8/10/2003 0:00,Shipped,Planes,Mini Creations Ltd.,USA,Small
2670,43,86.4,3715.2,10/6/2003 0:00,Shipped,Planes,"Toys of Finland, Co.",Finland,Medium
2671,48,96,4608,10/28/2003 0:00,Shipped,Planes,Technics Stores Inc.,USA,Medium
2672,38,82.4,3131.2,12/1/2003 0:00,Shipped,Planes,West Coast Collectables Co.,USA,Medium
2673,31,86.4,2678.4,1/12/2004 0:00,Shipped,Planes,Osaka Souveniers Co.,Japan,Small
2674,26,67.2,1747.2,2/20/2004 0:00,Shipped,Planes,"Australian Collectors, Co.",Australia,Small
2675,32,92,2944,4/2/2004 0:00,Shipped,Planes,"Royal Canadian Collectables, Ltd.",Canada,Small
2676,44,67.2,2956.8,5/11/2004 0:00,Shipped,Planes,The Sharp Gifts Warehouse,USA,Small
2677,27,76,2052,6/24/2004 0:00,Cancelled,Planes,Euro Shopping Channel,Spain,Small
2678,43,73.6,3164.8,7/23/2004 0:00,Shipped,Planes,La Rochelle Gifts,France,Medium
2679,25,69.6,1740,8/21/2004 0:00,Shipped,Planes,"Norway Gifts By Mail, Co.",Norway,Small
2680,22,80.8,1777.6,9/15/2004 0:00,Shipped,Planes,"Bavarian Collectables Imports, Co.",Germany,Small
2681,21,87.2,1831.2,10/15/2004 0:00,Shipped,Planes,Mini Classics,USA,Small
2682,48,75.2,3609.6,11/1/2004 0:00,Shipped,Planes,giftsbymail.co.uk,UK,Medium
2683,33,64,2112,11/12/2004 0:00,Shipped,Planes,Rovelli Gifts,Italy,Small
2684,34,100,3644.12,11/24/2004 0:00,Shipped,Planes,Salzburg Collectables,Austria,Medium
2685,43,81.95,3523.85,12/4/2004 0:00,Shipped,Planes,Gift Ideas Corp.,USA,Medium
2686,44,100,5001.92,12/17/2004 0:00,Shipped,Planes,Souveniers And Things Co.,Australia,Medium
2687,44,100,5208.72,2/3/2005 0:00,Shipped,Planes,La Rochelle Gifts,France,Medium
2688,32,94.34,3018.88,3/1/2005 0:00,Resolved,Planes,Euro Shopping Channel,Spain,Medium
2689,29,65.6,1902.4,3/30/2005 0:00,Shipped,Planes,Reims Collectables,France,Small
2690,77,92,7084,4/3/2005 0:00,On Hold,Planes,Tekni Collectables Inc.,USA,Large
2691,39,67.2,2620.8,5/10/2005 0:00,Shipped,Planes,L'ordine Souveniers,Italy,Small
2692,39,81.14,3164.46,2/11/2003 0:00,Shipped,Ships,Danish Wholesale Imports,Denmark,Medium
2693,36,100,4219.2,4/21/2003 0:00,Shipped,Ships,Enaco Distributors,Spain,Medium
2694,42,91.15,3828.3,6/12/2003 0:00,Shipped,Ships,"Stylish Desk Decors, Co.",UK,Medium
2695,21,100,2334.99,8/8/2003 0:00,Shipped,Ships,Mini Gifts Distributors Ltd.,USA,Small
2696,50,88.15,4407.5,9/28/2003 0:00,Shipped,Ships,Euro Shopping Channel,Spain,Medium
2697,24,100,2812.8,10/23/2003 0:00,Cancelled,Ships,Scandinavian Gift Ideas,Sweden,Small
2698,44,92.16,4055.04,11/7/2003 0:00,Shipped,Ships,CAF Imports,Spain,Medium
2699,37,100,3891.66,11/14/2003 0:00,Shipped,Ships,Mini Creations Ltd.,USA,Medium
2700,27,92.16,2488.32,11/26/2003 0:00,Shipped,Ships,Enaco Distributors,Spain,Small
2701,37,100,4447.4,1/2/2004 0:00,Shipped,Ships,"Saveley & Henriot, Co.",France,Medium
2702,38,100,4187.22,2/19/2004 0:00,Shipped,Ships,Collectable Mini Designs Co.,USA,Medium
2703,48,96.16,4615.68,3/20/2004 0:00,Shipped,Ships,giftsbymail.co.uk,UK,Medium
2704,30,100,3245.4,5/7/2004 0:00,Cancelled,Ships,Land of Toys Inc.,USA,Medium
2705,25,88.15,2203.75,6/17/2004 0:00,Shipped,Ships,Quebec Home Shopping Network,Canada,Small
2706,40,86.15,3446,7/21/2004 0:00,Shipped,Ships,Petit Auto,Belgium,Medium
2707,22,88.15,1939.3,8/20/2004 0:00,Shipped,Ships,"Royal Canadian Collectables, Ltd.",Canada,Small
2708,34,100,3473.78,9/10/2004 0:00,Shipped,Ships,Gifts4AllAges.com,USA,Medium
2709,32,90.15,2884.8,10/14/2004 0:00,Shipped,Ships,"AV Stores, Co.",UK,Small
2710,31,86.15,2670.65,10/29/2004 0:00,Shipped,Ships,La Rochelle Gifts,France,Small
2711,43,80,3440,11/10/2004 0:00,Resolved,Ships,Danish Wholesale Imports,Denmark,Medium
2712,31,89.38,2770.78,11/21/2004 0:00,Shipped,Ships,Classic Legends Inc.,USA,Small
2713,31,77.34,2397.54,12/2/2004 0:00,Shipped,Ships,Euro Shopping Channel,Spain,Small
2714,34,96.34,3275.56,1/31/2005 0:00,Shipped,Ships,"Oulu Toy Supplies, Inc.",Finland,Medium
2715,45,92.08,4143.6,3/1/2005 0:00,Resolved,Ships,Euro Shopping Channel,Spain,Medium
2716,48,100,5192.64,3/28/2005 0:00,Shipped,Ships,Alpha Cognac,France,Medium
2717,28,100,3029.04,5/6/2005 0:00,On Hold,Ships,Gifts4AllAges.com,USA,Medium
2718,22,100,2556.18,2/11/2003 0:00,Shipped,Ships,Danish Wholesale Imports,Denmark,Small
2719,45,83.42,3753.9,4/16/2003 0:00,Shipped,Ships,"Dragon Souveniers, Ltd.",Singapore,Medium
2720,30,85.41,2562.3,6/12/2003 0:00,Shipped,Ships,"Stylish Desk Decors, Co.",UK,Small
2721,38,85.41,3245.58,8/8/2003 0:00,Shipped,Ships,Mini Gifts Distributors Ltd.,USA,Medium
2722,20,100,2204.6,9/28/2003 0:00,Shipped,Ships,Euro Shopping Channel,Spain,Small
2723,28,100,3003,10/23/2003 0:00,Cancelled,Ships,Scandinavian Gift Ideas,Sweden,Medium
2724,24,100,2526.48,11/7/2003 0:00,Shipped,Ships,CAF Imports,Spain,Small
2725,22,79.45,1747.9,11/14/2003 0:00,Shipped,Ships,Mini Creations Ltd.,USA,Small
2726,35,93.35,3267.25,11/26/2003 0:00,Shipped,Ships,Enaco Distributors,Spain,Medium
2727,33,85.41,2818.53,1/2/2004 0:00,Shipped,Ships,"Saveley & Henriot, Co.",France,Small
2728,31,95.34,2955.54,2/19/2004 0:00,Shipped,Ships,Collectable Mini Designs Co.,USA,Small
2729,35,82.43,2885.05,3/20/2004 0:00,Shipped,Ships,giftsbymail.co.uk,UK,Small
2730,35,90.37,3162.95,5/7/2004 0:00,Cancelled,Ships,Land of Toys Inc.,USA,Medium
2731,50,81.43,4071.5,6/17/2004 0:00,Shipped,Ships,Quebec Home Shopping Network,Canada,Medium
2732,26,100,2969.46,7/21/2004 0:00,Shipped,Ships,Petit Auto,Belgium,Small
2733,38,89.38,3396.44,8/20/2004 0:00,Shipped,Ships,"Royal Canadian Collectables, Ltd.",Canada,Medium
2734,45,100,4692.6,9/10/2004 0:00,Shipped,Ships,Online Mini Collectables,USA,Medium
2735,30,100,3515.7,10/14/2004 0:00,Shipped,Ships,"AV Stores, Co.",UK,Medium
2736,37,91.37,3380.69,10/29/2004 0:00,Shipped,Ships,La Rochelle Gifts,France,Medium
2737,37,86.61,3204.57,11/10/2004 0:00,Resolved,Ships,Danish Wholesale Imports,Denmark,Medium
2738,36,71.89,2588.04,11/21/2004 0:00,Shipped,Ships,Classic Legends Inc.,USA,Small
2739,25,100,2854.75,12/2/2004 0:00,Shipped,Ships,Euro Shopping Channel,Spain,Small
2740,37,100,4025.6,1/31/2005 0:00,Shipped,Ships,"Oulu Toy Supplies, Inc.",Finland,Medium
2741,30,95.48,2864.4,3/1/2005 0:00,Resolved,Ships,Euro Shopping Channel,Spain,Small
2742,36,100,3789.72,3/28/2005 0:00,Shipped,Ships,Alpha Cognac,France,Medium
2743,27,90.37,2439.99,5/6/2005 0:00,On Hold,Ships,Gifts4AllAges.com,USA,Small
2744,48,61.44,2949.12,2/17/2003 0:00,Shipped,Planes,Rovelli Gifts,Italy,Small
2745,26,59.22,1539.72,4/28/2003 0:00,Shipped,Planes,Salzburg Collectables,Austria,Small
2746,26,85.13,2213.38,6/16/2003 0:00,Shipped,Planes,Gift Ideas Corp.,USA,Small
2747,34,85.87,2919.58,8/10/2003 0:00,Shipped,Planes,Mini Creations Ltd.,USA,Small
2748,44,85.87,3778.28,10/6/2003 0:00,Shipped,Planes,"Toys of Finland, Co.",Finland,Medium
2749,39,82.91,3233.49,10/28/2003 0:00,Shipped,Planes,Technics Stores Inc.,USA,Medium
2750,45,76.25,3431.25,11/8/2003 0:00,Shipped,Planes,Alpha Cognac,France,Medium
2751,40,63.67,2546.8,11/27/2003 0:00,Shipped,Planes,Cruz & Sons Co.,Philippines,Small
2752,42,70.33,2953.86,1/12/2004 0:00,Shipped,Planes,Osaka Souveniers Co.,Japan,Small
2753,43,74.03,3183.29,2/19/2004 0:00,Shipped,Planes,Collectable Mini Designs Co.,USA,Medium
2754,34,72.55,2466.7,4/2/2004 0:00,Shipped,Planes,"Royal Canadian Collectables, Ltd.",Canada,Small
2755,38,62.19,2363.22,5/11/2004 0:00,Shipped,Planes,The Sharp Gifts Warehouse,USA,Small
2756,35,71.07,2487.45,6/24/2004 0:00,Cancelled,Planes,Euro Shopping Channel,Spain,Small
2757,31,72.55,2249.05,7/23/2004 0:00,Shipped,Planes,La Rochelle Gifts,France,Small
2758,32,64.41,2061.12,8/21/2004 0:00,Shipped,Planes,"Norway Gifts By Mail, Co.",Norway,Small
2759,47,86.62,4071.14,9/15/2004 0:00,Shipped,Planes,"Bavarian Collectables Imports, Co.",Germany,Medium
2760,39,68.11,2656.29,10/15/2004 0:00,Shipped,Planes,Mini Classics,USA,Small
2761,44,62.19,2736.36,11/1/2004 0:00,Shipped,Planes,giftsbymail.co.uk,UK,Small
2762,39,85.87,3348.93,11/12/2004 0:00,Shipped,Planes,Rovelli Gifts,Italy,Medium
2763,50,57.86,2893,11/23/2004 0:00,Shipped,Planes,"Tokyo Collectables, Ltd",Japan,Small
2764,22,75.51,1661.22,12/3/2004 0:00,Shipped,Planes,Auto-Moto Classics Inc.,USA,Small
2765,35,100,4277.35,12/17/2004 0:00,Shipped,Planes,Souveniers And Things Co.,Australia,Medium
2766,45,55.62,2502.9,1/31/2005 0:00,Shipped,Planes,"Oulu Toy Supplies, Inc.",Finland,Small
2767,44,86.4,3801.6,3/1/2005 0:00,Resolved,Planes,Euro Shopping Channel,Spain,Medium
2768,36,87.36,3144.96,3/30/2005 0:00,Shipped,Planes,Reims Collectables,France,Medium
2769,28,72.55,2031.4,4/3/2005 0:00,On Hold,Planes,Tekni Collectables Inc.,USA,Small
2770,43,62.19,2674.17,5/10/2005 0:00,Shipped,Planes,L'ordine Souveniers,Italy,Small
2771,48,52.64,2526.72,2/17/2003 0:00,Shipped,Planes,Rovelli Gifts,Italy,Small
2772,28,48.17,1348.76,4/28/2003 0:00,Shipped,Planes,Salzburg Collectables,Austria,Small
2773,21,41.71,875.91,6/16/2003 0:00,Shipped,Planes,Gift Ideas Corp.,USA,Small
2774,37,50.65,1874.05,8/10/2003 0:00,Shipped,Planes,Mini Creations Ltd.,USA,Small
2775,34,49.16,1671.44,10/6/2003 0:00,Shipped,Planes,"Toys of Finland, Co.",Finland,Small
2776,40,41.71,1668.4,10/23/2003 0:00,Cancelled,Planes,Scandinavian Gift Ideas,Sweden,Small
2777,45,51.15,2301.75,11/8/2003 0:00,Shipped,Planes,Alpha Cognac,France,Small
2778,28,52.14,1459.92,11/14/2003 0:00,Shipped,Planes,"Double Decker Gift Stores, Ltd",UK,Small
2779,29,41.71,1209.59,11/26/2003 0:00,Shipped,Planes,Enaco Distributors,Spain,Small
2780,48,44.69,2145.12,1/9/2004 0:00,Shipped,Planes,"Men 'R' US Retailers, Ltd.",USA,Small
2781,31,45.69,1416.39,2/19/2004 0:00,Shipped,Planes,Collectable Mini Designs Co.,USA,Small
2782,32,57.61,1843.52,5/8/2004 0:00,Shipped,Planes,Cambridge Collectables Co.,USA,Small
2783,21,57.11,1199.31,6/24/2004 0:00,Cancelled,Planes,Euro Shopping Channel,Spain,Small
2784,32,58.6,1875.2,7/21/2004 0:00,Shipped,Planes,Collectables For Less Inc.,USA,Small
2785,43,57.61,2477.23,8/20/2004 0:00,Shipped,Planes,"Royal Canadian Collectables, Ltd.",Canada,Small
2786,21,45.19,948.99,9/15/2004 0:00,Shipped,Planes,"Bavarian Collectables Imports, Co.",Germany,Small
2787,34,53.63,1823.42,10/14/2004 0:00,Shipped,Planes,"Classic Gift Ideas, Inc",USA,Small
2788,34,43.7,1485.8,11/1/2004 0:00,Shipped,Planes,giftsbymail.co.uk,UK,Small
2789,44,86.13,3789.72,11/15/2004 0:00,Shipped,Planes,Land of Toys Inc.,USA,Medium
2790,27,76.31,2060.37,11/23/2004 0:00,Shipped,Planes,"Tokyo Collectables, Ltd",Japan,Small
2791,49,52.64,2579.36,12/3/2004 0:00,Shipped,Planes,Auto-Moto Classics Inc.,USA,Small
2792,23,95.2,2189.6,12/17/2004 0:00,Shipped,Planes,Souveniers And Things Co.,Australia,Small
2793,25,64.97,1624.25,1/31/2005 0:00,Shipped,Planes,"Oulu Toy Supplies, Inc.",Finland,Small
2794,50,87.15,4357.5,3/1/2005 0:00,Resolved,Planes,Euro Shopping Channel,Spain,Medium
2795,34,40.22,1367.48,3/30/2005 0:00,Shipped,Planes,Reims Collectables,France,Small
2796,20,56.12,1122.4,4/1/2005 0:00,Shipped,Planes,The Sharp Gifts Warehouse,USA,Small
2797,42,57.61,2419.62,5/9/2005 0:00,Disputed,Planes,"Australian Collectables, Ltd",Australia,Small
2798,25,56.78,1419.5,2/11/2003 0:00,Shipped,Ships,Danish Wholesale Imports,Denmark,Small
2799,50,43.68,2184,4/16/2003 0:00,Shipped,Ships,"Dragon Souveniers, Ltd.",Singapore,Small
2800,32,64.97,2079.04,6/12/2003 0:00,Shipped,Ships,"Stylish Desk Decors, Co.",UK,Small
2801,39,44.23,1724.97,8/8/2003 0:00,Shipped,Ships,Mini Gifts Distributors Ltd.,USA,Small
2802,50,60.06,3003,9/28/2003 0:00,Shipped,Ships,Euro Shopping Channel,Spain,Medium
2803,38,48.59,1846.42,10/23/2003 0:00,Cancelled,Ships,Scandinavian Gift Ideas,Sweden,Small
2804,40,50.23,2009.2,11/7/2003 0:00,Shipped,Ships,CAF Imports,Spain,Small
2805,28,64.43,1804.04,11/14/2003 0:00,Shipped,Ships,Mini Creations Ltd.,USA,Small
2806,42,50.23,2109.66,11/26/2003 0:00,Shipped,Ships,Enaco Distributors,Spain,Small
